Permit,Permittee,Reissuance number,Estimated max years in business,Facility ID,County,DNR region,Address,Street,City,Zip,Status,Issued date,Year issued,Effective date,Effective date,Expiration date,Animal type,Icon,Number of animal units,Animal unit date,Proposed number of animal units,Date of proposed animal units,Township,Range,Section,Q,QQ,QQQ
0064734 ,DC KAMPS ,01 ,5,44060 ,Lafayette ,SC ,"24234 Center Drive Rd, Belmont, WI 53510  ",24234 Center Drive Rd, Belmont,53510,Current ,10/1/2011,2011,9/1/2012 ,9/1/2012,9/30/2016 ,Swine ,small_green,"1,650",4/23/2012 ,400,9/1/2012 ,,   ,,,,
0063762 ,Dachel Hog Farm ,01 ,5,37676 ,Chippewa ,WC ,"7527 85th Ave, Chippewa Falls, WI 54729  ",7527 85th Ave, Chippewa Falls,54729,Expired ,7/1/2008,2008,7/1/2008 ,7/1/2008,6/30/2013 ,Swine ,small_green,800,,"1,600",7/1/2008 ,,   ,,,,
0063266 ,High View LLC ,01 ,5,33003 ,Richland ,SC ,"29445 Town Hall Road, Muscoda, WI 53573  ",29445 Town Hall Road, Muscoda,53573,Current ,2/27/2013,2013,3/1/2013 ,3/1/2013,12/31/2017 ,Swine ,small_green,"1,208",8/13/2012 ,0,,,   ,,,,
0065307 ,Naples Swine LLC ,01 ,5,48463 ,Buffalo ,WC ,"N49494 County Rd Y, Eleva, WI 54738  ",N49494 County Rd Y, Eleva,54738,Current ,11/8/2013,2013,12/1/2013 ,12/1/2013,9/30/2018 ,Swine ,small_green,0,,"3,232",10/1/2014 ,,   ,,,,
0063878 ,Roth Feeder Pig Inc ,01 ,5,38479 ,Crawford ,WC ,"31961 Hummingbird Ln, Wauzeka, WI 53826  ",31961 Hummingbird Ln, Wauzeka,53826,Current ,5/1/2010,2010,5/1/2010 ,5/1/2010,3/31/2015 ,Swine ,small_green,960,1/26/2010 ,"1,724",1/26/2010 ,,   ,,,,
0064963 ,Wolf L & G Farms LLC ,01 ,5,44595 ,Grant ,SC ,"5590 Substation Road, Lancaster, WI 53815  ",5590 Substation Road, Lancaster,53815,Current ,12/18/2012,2012,1/1/2013 ,1/1/2013,12/31/2017 ,Swine ,small_green,"4,250",5/3/2012 ,0,,,   ,,,,
0063142 ,Crapp Farms Partnership ,02 ,10,31970 ,Grant ,SC ,"5761 Substation Rd, Lancaster, WI 53813  ",5761 Substation Rd, Lancaster,53813,Current ,3/30/2012,2012,4/1/2012 ,4/1/2012,3/31/2017 ,Swine ,small_green,"3,100",2/13/2012 ,0,,,   ,,,,
0049042 ,Maize N Bacon Inc ,02 ,10,10652 ,Sauk ,SC ,"E10761 River Rd, Sauk City, WI 53583 ",E10761 River Rd, Sauk City,53583,Expired ,6/14/2006,2006,7/1/2006 ,7/1/2006,6/30/2011 ,Swine ,small_green,"3,957",11/9/2005 ,"4,471",12/31/2005 ,9 ,6  E ,10 ,SW ,,
0058955 ,Sedelbauer Farms Inc Hog Operation ,03 ,15,11741 ,Jackson ,WC ,"R1 Box 150, Hixton, WI 54635 ",R1 Box 150, Hixton,54635,Current ,10/1/2009,2009,10/1/2009 ,10/1/2009,9/30/2014 ,Swine ,small_green,"1,360",4/1/2004 ,"1,360",,,   ,,,,
0056529 ,Babcock Genetics ,05 ,20,5542 ,La Crosse ,WC ,"P O BOX 577, HOLMEN, WI 546360577 ",P O BOX 577, HOLMEN,54636,Current ,10/1/2011,2011,10/1/2011 ,10/1/2011,9/30/2016 ,Swine ,small_green,"4,100",12/1/2001 ,0,,17 ,8  W ,10 ,SE ,NE ,
0056324 ,"The Hanor Company of Wisconsin, LLC - Crouch Farm ",05 ,20,5276 ,Richland ,SC ,"E4614 Hwy 14-60, Spring Green, WI 53588  ",E4614 Hwy 14-60, Spring Green,53588,Current ,9/1/2013,2013,9/1/2013 ,9/1/2013,6/30/2018 ,Swine ,small_green,"1,454",10/1/2012 ,"1,454",,9 ,1  E ,21 ,SE ,NW ,
0056260 ,"The Hanor Company of Wisconsin, LLC - Main Farm ",05 ,20,5096 ,Sauk ,SC ,"E4614 Hwy 14-60, Spring Green, WI 53588  ",E4614 Hwy 14-60, Spring Green,53588,Current ,9/1/2013,2013,9/1/2013 ,9/1/2013,6/30/2018 ,Swine ,small_green,"3,328",10/1/2012 ,"3,328",,9 ,3  E ,28 ,NW ,,
0062049 ,JENNIE O TURKEY STORE INC ,02 ,10,21104 ,Barron ,NO ,"34 N 7th St, Barron, WI 54812  ",34 N 7th St, Barron,54812,Expired ,2/28/2008,2008,4/1/2008 ,4/1/2008,3/31/2013 ,Turkeys ,small_brown,"52,878",7/10/2002 ,0,,,   ,,,,
0059366 ,ARCAND POULTRY FARM Inc ,03 ,15,13990 ,Polk ,NO ,"809 5th Ave, Clear Lake, WI 54005  ",809 5th Ave, Clear Lake,54005,Current ,2/1/2010,2010,4/1/2010 ,4/1/2010,3/31/2015 ,Turkeys ,small_brown,"1,080",9/24/2009 ,"1,080",9/24/2009 ,,   ,,,,
0063274 ,"Four Cubs Farm, LLC ",01 ,5,38535 ,Burnett ,NO ,"23250 S Williams Road, Grantsburg, WI 54840  ",23250 S Williams Road, Grantsburg,54840,Current ,4/4/2011,2011,5/1/2013 ,5/1/2013,3/31/2016 ,Not listed,small_black,,,,,,   ,,,,
0065099 ,GL Dairy Biogas LLC ,01 ,5,47929 ,Dane ,SC ,"1900 South Ave, La Crosse, WI 53562  ",1900 South Ave, La Crosse,53562,Current ,5/30/2013,2013,6/1/2013 ,6/1/2013,3/31/2018 ,Not listed,small_black,,,,,,   ,,,,
0064955 ,Kulas Grain & Livestock ,01 ,5,46283 ,Trempealeau ,WC ,"W29892 Jaszewski Lane, Arcadia, WI 54612  ",W29892 Jaszewski Lane, Arcadia,54612,Current ,7/1/2012,2012,7/1/2012 ,7/1/2012,6/30/2017 ,Not listed,small_black,,,,,,   ,,,,
0065064 ,"Unlimited Renewables, LLC ",01 ,5,47352 ,Jefferson ,SC ,"N5505 Crossman Road, Lake Mills, WI 53551  ",N5505 Crossman Road, Lake Mills,53551,Current ,12/18/2012,2012,1/1/2013 ,1/1/2013,12/31/2017 ,Not listed,small_black,,,,,,   ,,,,
0053376 ,Maple Leaf Farms Downy Duck Farm ,05 ,20,5240 ,Racine ,SE ,"24830 Washington Ave, Kansasville, WI 53139  ",24830 Washington Ave, Kansasville,53139,Expired ,6/25/1997,1997,7/1/1997 ,7/1/1997,3/31/2002 ,Not listed,small_black,,,,,3 ,21  E ,4 ,SW ,NW ,
